time,left effort,right effort,x accel,y accel,z gyro,rangefinder,encoder left,encoder right,vel left,vel right
800.573,0,0,-19.68949,-19.15765,-1003.892,9.278351,-3406.937,4229.776,4.025437e-05,0.0
800.831,0,0,3.246513,-2.077651,46.10779,9.278351,-3406.937,4229.776,0.0,0.0
801.125,1.070839,0.9573974,-94.84148,247.7784,-6043.892,99.93127,-3411.866,4234.996,-0.003137373,0.003097451
801.41,0.851104,1.296513,24.23051,46.23435,7956.108,64.48454,-3425.206,4247.917,-0.00430211,0.004383144
801.693,0.5414248,1.489478,-171.4575,-63.07765,79216.11,93.31615,-3437.515,4264.027,-0.003295638,0.005144753
801.997,0.4346645,1.578228,-146.0815,-70.39765,96996.11,114.244,-3447.31,4281.523,-0.002651767,0.005061827
802.27,0.4346645,1.578228,-61.16949,77.46635,96996.11,29.38144,-3455.075,4296.603,-0.002329206,0.004658412
802.537,1.059396,0.961548,-76.29749,-45.50965,57096.11,24.98282,-3464.129,4311.2,-0.003332328,0.004496848
802.817,1.09095,0.9517925,-82.15349,-85.52565,12856.11,20.05155,-3478.017,4327.053,-0.004455138,0.004575563
803.083,1.09095,0.9517925,-3.585486,32.57035,18806.11,14.46735,-3492.549,4342.776,-0.004412925,0.00485434
803.361,1.478592,0.5113098,105.7265,-144.0856,-24733.89,5.292096,-3508.305,4358.855,-0.00585583,0.005335251
803.635,0.6155606,1.478219,29.59851,445.4183,7466.108,182.1821,-3521.774,4369.939,-0.003608178,0.003728785
803.917,0.415501,1.747414,-102.1615,54.04235,93216.11,114.3299,-3530.57,4383.988,-0.002405216,0.004609997
804.225,0.4115833,1.842797,-1.633487,7.194349,104276.1,231.1512,-3538.432,4400.646,-0.002443759,0.005288234
804.489,0,0,32.03851,-123.1017,24896.11,9.965635,-3542.235,4409.797,-0.0004409461,0.001080971
804.749,1.173172,0.9451428,-92.88949,272.6664,-2543.892,8.934708,-3544.296,4411.956,-0.001681303,0.001641865
805.027,1.112304,0.9478298,-7.001487,-1.589651,886.1078,8.934708,-3555.51,4422.976,-0.003882464,0.003802401
805.285,1.063157,0.960099,70.10252,-11.34965,-4223.892,8.934708,-3569.139,4436.509,-0.004441181,0.004320821
805.637,-0.07853281,0.643783,73.03052,-91.86965,73686.11,237.3024,-3577.162,4449.301,-0.0004800161,0.003479511
805.937,0.6061454,1.478566,7.638513,151.6423,70606.11,241.2715,-3581.126,4459.386,-0.002399187,0.004317931
806.22,0.5617898,1.484202,-68.48949,93.08235,79776.11,90.75601,-3589.181,4473.499,-0.002678152,0.004755507
806.503,0.414476,1.330336,-116.8015,36.96235,89926.11,4.965636,-3597.559,4488.611,-0.002317587,0.004595215
806.783,1.024822,0.9796179,109.1425,260.4663,20626.11,1.683849,-3602.617,4497.987,-0.001157786,0.001437398
807.049,1.268924,0.8222689,-735.5855,-59.66165,54226.11,70.46391,-3611.736,4508.105,-0.003752943,0.003912668
807.315,1.519008,0.4496355,-6.025487,51.11435,44566.11,4.312715,-3623.239,4518.835,-0.003153538,0.00243501
807.615,-0.07362214,-0.998007,78.39851,-190.9337,-43003.89,229.8625,-3631.262,4521.96,-0.0007182607,-0.0007182607
807.874,0.3452297,1.891289,-183.1695,394.1783,1656.108,2.33677,-3629.973,4517.578,7.978116e-05,-0.0003191247
808.149,0,0,-18.22549,6.706349,-8003.892,2.680412,-3629.876,4518.062,0.00039877,-0.0005576739
808.408,0,0,51.07051,40.86635,-52873.89,2.66323,-3631.198,4517.868,-0.001116198,0.0
808.664,0,0,11.05451,-15.74165,326.1078,2.33677,-3631.907,4517.868,0.0,0.0
808.938,0.4056211,0.05452456,-5.049487,-44.04565,-7513.892,2.027491,-3632.036,4517.868,-0.0001593524,0.0
809.198,0,0,3.246513,-191.4216,34836.11,2.66323,-3634.646,4520.317,-0.0007962045,0.001115109
809.454,0,0,-2.121487,-0.1256514,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
809.733,0,0,3.246513,-1.101651,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
809.988,0,0,4.222514,-0.6136513,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
810.245,0,0,4.222514,-0.6136513,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
810.518,0,0,2.758513,-2.565651,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
810.773,0,0,4.710513,-1.101651,46.10779,2.680412,-3635.0,4520.832,0.0,0.0
811.031,0,0,4.710513,-2.077651,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
811.305,0,0,3.246513,-1.101651,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
811.559,0,0,3.734513,-0.6136513,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
811.812,0,0,2.270514,-1.101651,46.10779,2.680412,-3635.0,4520.832,0.0,0.0
812.092,0,0,3.246513,1.338349,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
812.347,0,0,3.734513,-1.101651,-23.89221,2.680412,-3635.0,4520.832,0.0,0.0
812.604,0,0,3.734513,-1.589651,-23.89221,2.680412,-3635.0,4520.832,0.0,0.0
812.876,0,0,4.222514,-2.077651,46.10779,2.680412,-3635.0,4520.832,0.0,0.0
813.133,0,0,2.758513,-1.101651,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
813.387,0,0,3.246513,-1.101651,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
813.662,0,0,2.270514,-0.1256514,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
813.919,0,0,3.734513,0.8503489,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
814.173,0,0,2.270514,-0.1256514,-23.89221,2.680412,-3635.0,4520.832,0.0,0.0
814.443,0,0,5.198514,1.338349,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
814.697,0,0,2.270514,-0.6136513,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
814.952,0,0,4.710513,-1.101651,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
815.229,0,0,4.222514,0.362349,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
815.486,0,0,1.782514,-2.077651,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
815.742,0,0,4.222514,1.338349,46.10779,2.66323,-3635.0,4520.832,0.0,0.0
816.015,0,0,0.8065138,0.8503489,-23.89221,2.680412,-3635.0,4520.832,0.0,0.0
816.273,0,0,3.734513,-1.589651,-23.89221,2.66323,-3635.0,4520.832,0.0,0.0
