time,left effort,right effort,x accel,y accel,z gyro,y head,y tail
59477,0.5671092,0.2293831,21.37279,32.03908,-7120.385,148,0
59685,0.5671092,0.2293831,2.34079,11.54308,-12090.38,120,0
59896,0.5061551,0.247768,11.12479,-14.80892,-10270.38,110,0
60102,0.4353228,0.2827302,35.03679,-22.12893,-1660.385,108,0
60307,0.2638495,0.4395708,-29.37921,-27.00892,5549.615,104,0
60535,0.2327301,0.7044998,8.684791,4.711076,33339.62,112,2
60774,0.2327301,0.7044998,11.12479,-72.39292,46919.62,130,0
60984,0.2798979,0.5877426,-137.2272,19.35108,54339.62,150,4
61193,0.6272391,0.2857778,-27.91521,-11.88092,10379.62,188,8
61402,0.7299191,0.2822073,-7.90721,-27.98492,-27070.38,238,0
61609,0.8324896,0.245657,-50.36321,36.91908,-29590.38,176,62
61837,0.9444893,0.2388957,93.10879,120.3671,-59830.38,154,0
62076,0.7412911,0.1655716,-13.27521,-14.80892,-78730.38,94,166
62302,0,0,-30.35521,-64.09692,-23220.38,98,0
62508,0,0,47.23679,11.54308,439.6154,100,14
62715,0,0,17.95679,0.3190756,-680.3846,100,14
62923,-0.04533085,0.7733419,-42.06721,27.64708,9189.615,98,14
63151,0.01862964,0.866808,2.82879,9.103075,1909.615,104,14
63359,0.0503521,0.8558487,5.75679,-5.048924,1349.615,90,18
63567,0.08274871,0.8476275,-5.95521,125.2471,1349.615,106,10
63776,0.1012261,0.5930361,15.02879,5.687077,1559.615,174,106
63983,0,0,6.73279,-2.608924,5479.615,106,12
64221,0,0,-1.56321,-1.632924,19.61539,92,12
64443,0,0,-2.05121,-6.024924,19.61539,106,12
64645,0,0,-3.51521,-2.120924,19.61539,106,12
64852,0.23409,0.3092331,16.98079,-12.85692,299.6154,92,12
65059,0.2565023,0.3049245,-12.29921,49.60708,-1240.385,98,12
65266,0.2453625,0.3178426,13.56479,-20.66492,999.6154,108,12
65493,0.278191,0.4160712,15.51679,-14.80892,1699.615,90,12
65699,0.278191,0.4160712,9.66079,-6.024924,1559.615,94,12
65903,0.2899096,0.4239532,-17.17921,54.48708,1629.615,110,10
66112,0.2899096,0.4239532,3.80479,-28.47293,5129.615,106,10
66319,0.2899096,0.4239532,6.24479,-26.52092,-1030.385,98,8
66547,0.2899096,0.4239532,-16.69121,8.615076,-680.3846,116,10
66786,0.2899096,0.4239532,1.36479,-28.96092,2119.615,122,8
66994,0.2899096,0.4239532,-0.09920979,17.39908,1979.615,108,10
67203,0.294537,0.4430266,-7.41921,-7.000924,12969.62,110,6
67412,0.3359329,0.4565316,2.34079,-9.928925,14649.62,116,8
67621,0.335502,0.5134974,1.85279,45.21507,18989.62,120,8
67846,0.3407925,0.5032454,-8.88321,28.13508,20389.62,132,4
68085,0.3407925,0.5032454,28.69279,-27.98492,23889.62,144,2
68292,0.4931293,0.3463943,3.80479,12.51908,16119.62,154,4
68497,0.4637042,0.3650298,5.26879,-63.60892,3099.615,160,6
68702,0.444967,0.3789262,42.84479,-23.59292,4359.615,162,2
68906,0.5719462,0.2421791,4.29279,-30.42492,-6000.385,162,0
69130,0.6496801,0.2063573,3.80479,24.71908,-14050.38,160,14
69361,0.6496801,0.2063573,14.54079,13.00708,-29520.38,70,34
69563,0.6496801,0.2063573,43.82079,16.91108,-31830.38,156,108
69770,0.2974607,0.4127505,46.74879,-2.608924,-22520.38,22,0
70004,0.2827302,0.4353228,-29.37921,-7.488924,14859.62,238,150
70211,0.2950792,0.7451131,23.32479,-1.632924,20319.62,100,22
70451,0.3052377,0.8127964,-18.64321,13.49508,44469.62,96,16
70674,0.1604777,1.015958,9.66079,23.74307,68969.62,46,0
70883,0.1274378,1.041835,198.5168,84.74308,96899.62,36,0
71092,0.1274378,1.041835,27.71679,4.223076,106209.6,118,0
71300,0.1110521,1.034374,-37.18721,-66.53693,117759.6,170,0
71507,0.1060537,0.9501659,-35.72321,-32.37692,125039.6,224,0
71727,0.09870333,0.9386009,-174.3152,36.91908,122099.6,NA,NA
71948,0,0,122.3888,-204.1529,60709.62,NA,NA
72160,0,0,15.02879,-2.608924,929.6154,32,10
72363,0,0,3.316791,1.783075,19.61539,42,2
72599,0,0,9.172791,2.759076,19.61539,38,2
72819,0,0,10.63679,-1.144924,19.61539,52,4
73022,0,0,10.14879,0.3190756,19.61539,42,4
73226,0,0,8.684791,0.8070755,19.61539,50,10
73429,0,0,11.61279,0.3190756,-50.38461,38,4
73662,0.4301763,1.350835,-17.66721,35.45508,34669.62,100,70
73879,0.5920138,1.479604,92.13279,7.639076,73239.62,NA,NA
74087,0.5534923,1.486115,29.18079,36.43108,77159.62,96,8
74296,0.5534923,1.486115,-81.10721,22.27908,75339.62,30,8
74504,0.5534923,1.486115,-69.39521,-20.17693,76949.62,74,30
74738,0.5534923,1.486115,-93.79521,-22.12893,80449.62,142,84
74933,0.5534923,1.486115,-161.6272,-194.3929,80449.62,78,56
75166,0.5483075,1.487472,-143.0832,-44.08893,80519.62,76,48
75373,0.5483075,1.487472,-121.1232,72.05508,74499.62,66,38
75583,0.5483075,1.487472,-64.02721,-40.18493,79539.62,238,70
75792,0.5483075,1.487472,-89.89121,-14.80892,73169.62,230,84
76001,0.5483075,1.487472,-145.5232,8.615076,74219.62,234,76
76229,0.5483075,1.487472,43.33279,-60.68092,70439.62,136,28
76436,0.5483075,1.487472,17.46879,-8.952925,73239.62,158,8
76642,0.5483075,1.487472,-149.4272,-142.1769,67499.62,174,54
76846,0.5483075,1.487472,-70.85921,-118.2649,74009.62,192,18
77051,0.5483075,1.487472,-43.53121,-38.23293,74989.62,206,40
77275,0.5483075,1.487472,-71.83521,-31.88893,77439.62,218,50
77512,0.5207743,1.456092,-97.69921,10.56708,79469.62,126,96
77722,-0.2492433,0.7329788,-108.4352,-171.4569,99139.62,232,178
77924,-0.2492433,0.7329788,14.54079,49.60708,105019.6,232,140
78134,-0.2573471,0.7212437,57.48479,60.34308,96199.62,238,142
78343,0,0,11.61279,-102.6489,7439.615,238,148
78565,0,0,9.172791,-3.584924,-50.38461,112,76
78769,1.526744,0.4736562,21.86079,36.91908,-3200.385,102,76
78975,1.493968,0.5284067,10.14879,79.37508,-14260.38,142,120
79196,1.486115,0.5534923,28.20479,-13.34492,-41350.38,NA,NA
79417,1.479099,0.5978218,95.54879,-10.41692,-37500.38,NA,NA
79621,1.479099,0.5978218,235.6048,-71.90492,-29380.38,NA,NA
79840,1.479099,0.5978218,-32.30721,13.00708,-17760.38,NA,NA
80074,1.468509,0.7894544,84.32479,104.7511,-26650.38,44,44
80283,1.468509,0.7894544,13.07679,-28.96092,-11810.38,42,36
80491,1.468509,0.7894544,-0.5872097,-25.05692,-8800.385,42,28
80716,1.467566,0.8068133,63.34079,42.77508,-3060.385,132,22
80924,1.433539,0.8278765,-82.57121,114.0231,4359.615,90,20
81156,1.402196,0.8475153,-103.0672,40.82307,-1310.385,52,20
81364,1.383895,0.8505621,-17.66721,75.47108,2259.615,24,24
81570,1.492184,0.5332541,-32.79521,-99.72092,-13000.38,26,18
81808,1.533333,0.4666667,-84.52321,52.04707,-43660.38,24,8
82031,1.543966,0.4569337,110.6768,19.83908,-53530.38,18,0
82254,1.543966,0.4569337,92.13279,-243.6809,-52830.38,NA,NA
82457,1.543966,0.4569337,443.9808,-203.6649,-54510.38,NA,NA
82689,1.543966,0.4569337,202.4208,73.03108,-52760.38,236,192
82896,1.543966,0.4569337,56.50879,-24.08092,-68020.38,238,172
83089,1.509424,0.4969663,58.94879,-24.56892,-61090.38,216,188
83327,1.5069,0.501184,-118.6832,-22.12893,-57030.38,206,188
83551,0,0,-90.86721,-139.2489,-42120.38,NA,NA
83765,0,0,26.74079,-42.13692,299.6154,188,0
83972,0,0,16.98079,-1.144924,-50.38461,188,0
84205,0,0,14.54079,-3.584924,-50.38461,188,12
84428,0,0,7.70879,-3.096924,-50.38461,188,14
84661,0,0,8.196791,-2.120924,19.61539,188,0
84869,0.9814509,1.022146,-11.32321,111.5831,20109.62,192,0
85077,0.990267,1.010633,22.83679,170.6311,26339.62,238,0
85286,0.990267,1.010633,129.7088,73.51908,23259.62,156,0
85480,0.990267,1.010633,-18.64321,-56.77692,18359.62,238,0
85723,0.990267,1.010633,-173.8272,155.9911,5689.615,238,0
85930,0,0,120.9248,193.0791,8559.615,238,0
86161,0,0,-20.59521,-125.5849,2469.615,238,18
86369,0,0,5.26879,-5.536924,19.61539,62,0
86573,0,0,8.196791,-6.024924,-50.38461,62,0
86798,0.4208057,1.614974,0.87679,55.95108,22839.62,64,0
87008,0.4194487,1.620159,25.27679,-24.08092,66449.62,238,44
87216,0.4194487,1.620159,11.61279,81.81508,82689.62,238,64
87424,0,0,-7.90721,79.86308,91019.62,146,116
87631,0,0,63.82879,-120.2169,14019.62,176,124
87856,0,0,-2.05121,-4.072924,19.61539,176,132
88060,0,0,1.85279,-5.048924,19.61539,176,132
88263,0,0,3.80479,-4.560925,19.61539,176,132
88465,0,0,5.26879,-2.120924,19.61539,176,130
88667,0,0,4.29279,-2.608924,-50.38461,176,130
88891,0.4736562,1.526744,22.83679,75.47108,19899.62,176,132
89099,0,0,34.54879,-143.6409,51189.62,194,170
89306,0,0,10.14879,-13.34492,-260.3846,216,188
89509,0,0,-7.90721,-5.536924,19.61539,214,188
89713,0,0,3.80479,-4.560925,19.61539,216,186
89937,0,0,1.36479,-4.072924,19.61539,216,186
90140,0,0,3.80479,-4.560925,19.61539,216,186
90346,0.4600768,1.540323,7.22079,15.93508,19.61539,214,186
90555,0.4402328,1.567851,-13.76321,86.69508,56999.62,222,196
90760,0.4291918,1.590313,23.81279,61.80708,76319.62,80,10
90985,0.4291918,1.590313,-20.59521,43.75108,87519.62,90,82
91189,0.4291918,1.590313,-226.0432,52.53508,82689.62,210,98
91396,0.4273014,1.595073,-101.6032,43.75108,86119.62,102,14
91605,0.4291918,1.590313,-34.74721,-10.41692,90319.62,82,0
91813,0,0,111.1648,-124.6089,43419.62,132,0
92036,0,0,10.63679,5.687077,-470.3846,134,0
92239,0,0,-0.5872097,5.687077,-50.38461,136,0
92444,0,0,-4.00321,2.759076,19.61539,134,0
92648,0,0,-4.97921,5.199076,19.61539,136,0
92882,0,0,-3.02721,4.223076,-50.38461,132,0
93101,1.309045,0.2510834,-3.02721,3.247076,-50.38461,138,0
93341,1.509424,0.4969663,58.46079,110.6071,-33440.38,128,0
93547,1.509424,0.4969663,11.61279,20.32708,-52410.38,132,0
93774,1.509424,0.4969663,91.64479,133.5431,-57870.38,NA,NA
93993,0,0,45.77279,-78.73692,-14890.38,NA,NA
94198,0,0,-22.05921,-7.000924,369.6154,238,190
94423,0,0,-3.51521,6.175076,19.61539,238,190
94625,0,0,-2.05121,3.247076,-50.38461,238,208
94829,0,0,-2.53921,2.759076,19.61539,238,190
95033,0.615478,0.6684222,-0.09920979,0.8070755,19.61539,238,190
95228,0.9814509,1.022146,-2.53921,155.9911,22419.62,238,190
95457,0.9814509,1.022146,-38.65121,-125.0969,37189.62,126,100
95691,0.9814509,1.022146,-164.0672,-58.72893,15839.62,212,162
95918,0.9966547,1.003445,259.5168,-260.2729,19619.62,216,154
96127,0.9934102,1.00699,-27.91521,-98.74493,14439.62,56,32
96353,0.9934102,1.00699,-27.42721,2.271076,14929.62,NA,NA
96558,0,0,2.34079,-266.1289,4919.615,24,4
96791,0,0,-23.03521,-1.144924,89.61539,238,8
96996,0,0,-2.53921,-3.096924,19.61539,238,8
97200,0,0,-2.53921,-1.632924,19.61539,238,8
97404,0,0,-0.09920979,-0.6569242,19.61539,238,10
97640,0,0,-0.09920979,0.3190756,19.61539,238,6
97868,0.7373319,0.6696507,-65.49121,110.1191,9259.615,238,6
98077,0.6621115,0.5857667,-48.89921,-1.632924,11149.62,238,6
98285,0.6714485,0.5963055,62.36479,52.53508,3589.615,238,8
98494,0.6714485,0.5963055,5.75679,7.639076,19479.62,238,102
98699,0.6621115,0.5857667,-33.77121,58.87908,7299.615,50,12
98939,0.6779446,0.5921736,-48.41121,142.3271,11919.62,146,10
99165,0.6779446,0.5921736,67.73279,48.63107,6809.615,82,42
99373,0.6687097,0.5815703,-14.73921,-59.21693,11009.62,156,0
99581,0.6687097,0.5815703,-34.74721,-36.28092,9469.615,154,0
99789,0.5958314,0.4959562,-116.2432,63.27108,13529.62,156,0
99997,0.5431532,0.4467964,25.76479,-105.0889,3239.615,156,0
100234,0.5078078,0.4030159,-8.88321,43.26308,3519.615,156,0
100460,0.7564106,0.2962052,16.98079,119.3911,3379.615,146,0
100668,0.8182098,0.2848766,-38.16321,25.69508,-28050.38,64,14
100876,0.9562181,0.2249677,108.2368,20.32708,-51920.38,180,4
101085,0.9560031,0.234795,-106.9712,-16.27292,-74740.38,170,0
101312,0.9562181,0.2249677,72.61279,-11.39292,-73760.38,NA,NA
101518,0.9562181,0.2249677,49.18879,-72.88093,-96090.38,NA,NA
101724,1.022826,0.1853128,-20.59521,1.295075,-90560.38,230,154
101949,1.022826,0.1853128,130.1968,36.91908,-95810.38,184,176
102165,0.8107385,0.06584576,117.5088,-86.05692,-93850.38,NA,NA
102367,0,0,20.39679,-110.9449,-5020.385,NA,NA
102569,0,0,9.172791,-3.096924,-1520.385,126,54
102801,0.4184883,-0.0184883,14.54079,5.199076,369.6154,128,0
103007,0.7897409,0.1425681,-7.41921,62.29508,-4880.385,134,82
103215,1.492184,0.5332541,-39.62721,44.72707,-24130.38,108,84
103416,1.492184,0.5332541,46.74879,159.8951,-31200.38,NA,NA
103626,1.492184,0.5332541,140.4448,13.00708,-46040.38,NA,NA
103829,1.492184,0.5332541,74.56479,28.62308,-48000.38,NA,NA
104040,1.492184,0.5332541,352.7248,-58.72893,-43310.38,NA,NA
104266,1.512052,0.4928421,88.71679,76.93508,-53600.38,NA,NA
104505,1.551545,0.4509534,32.59679,-42.62492,-56470.38,NA,NA
104726,1.567851,0.4402328,106.2848,3.735076,-47930.38,238,212
104946,1.585641,0.4311885,-3.51521,-66.53693,-59830.38,NA,NA
105171,1.585641,0.4311885,348.8208,-22.12893,-70610.38,238,210
105366,1.581057,0.4332911,73.10079,27.15907,-65710.38,138,92
105605,1.581057,0.4332911,41.38079,49.60708,-58150.38,172,4
105814,1.581057,0.4332911,9.172791,-138.2729,-58640.38,68,0
106028,1.590313,0.4291918,33.57279,-39.69692,-65220.38,NA,NA
106240,1.609872,0.4222694,421.0448,-121.6809,-61930.38,NA,NA
106466,1.614974,0.4208057,122.8768,-32.86493,-50170.38,NA,NA
106672,1.630773,0.4170552,67.73279,-165.1129,-62140.38,108,60
106905,1.529988,0.4701118,-26.45121,20.81508,-70050.38,88,60
107120,1.48201,0.6795638,-20.10721,-59.70493,-41560.38,NA,NA
107339,1.022146,0.9814509,-155.2832,65.71107,299.6154,NA,NA
107578,0.9129611,1.253049,-56.21921,81.81508,21089.62,238,0
107806,0.7875731,1.408605,36.98879,19.83908,32569.62,78,0
108015,0.7875731,1.408605,-79.64321,-39.20892,51609.62,224,0
108224,0.7936397,1.418418,-103.0672,58.39108,49789.62,232,0
108431,0.7997663,1.428237,-59.14721,67.66308,45029.62,228,0
108639,0.7767014,1.411357,34.06079,-80.68893,-23850.38,100,0
108878,0.7851549,1.414845,56.02079,-42.62492,-52480.38,32,0
109090,0.7936397,1.418418,-88.42721,407.3111,-12020.38,NA,NA
109299,0.7936397,1.418418,92.13279,105.7271,38029.62,226,0
109508,0.7058664,1.417621,-29.86721,118.4151,45729.62,238,0
109717,0.6900454,1.421731,-42.06721,-16.76093,46709.62,156,0
109943,0.6475996,1.440174,-51.33921,103.2871,67009.62,NA,NA
110171,0.6320939,1.468001,-105.5072,155.5031,79539.62,50,20
110400,0.6217727,1.478132,-29.37921,-9.440925,60289.62,50,0
110614,0.6217727,1.478132,-9.37121,-94.84093,49439.62,NA,NA
110840,0.7121876,1.444291,-38.16321,-67.51292,56369.62,134,28
111049,0.921256,1.252864,-51.82721,5.687077,53009.62,196,4
111289,1.198129,0.93738,-153.3312,106.2151,23539.62,42,18
111511,1.211636,0.9391774,35.03679,-85.56892,13599.62,230,208
111715,1.204853,0.9382285,-81.10721,-89.47292,15909.62,228,92
111925,1.492184,0.5332541,-46.45921,64.73508,1629.615,66,0
112132,1.479604,0.5920138,16.98079,26.18308,-33650.38,72,0
112341,1.479099,0.5978218,-94.77121,-21.64092,-62350.38,110,60
112582,0,0,-14.73921,-216.3529,-43870.38,238,222
112787,0,0,-23.03521,-23.59292,-1100.385,82,6
112993,0,0,-2.53921,-0.1689243,-120.3846,80,6
113199,0,0,-4.97921,-0.6569242,-50.38461,80,6
113404,0,0,-3.51521,-4.072924,-50.38461,80,6
113640,0.3442041,0.2786924,-5.95521,-0.1689243,299.6154,80,0
113868,0.4358356,0.3681545,27.71679,66.19908,3029.615,82,0
114076,0.4358356,0.3681545,-20.59521,-3.096924,-3550.385,82,0
114283,0.4358356,0.3681545,20.88479,-14.80892,7369.615,82,0
114492,0.4358356,0.3681545,16.49279,-34.81693,19.61539,82,0
114699,0.4358356,0.3681545,24.78879,-39.69692,-750.3846,80,0
114938,0.2980816,0.6325096,-6.44321,3.247076,7859.615,82,6
115166,0.3187823,0.7532251,-43.04321,7.639076,32569.62,84,0
115374,0.3355539,0.8527222,-109.8992,-10.41692,51259.62,94,0
115582,0.3304213,0.8717433,-65.49121,59.85508,49859.62,106,0
115790,0.3656375,0.771552,-26.93921,1.295075,68549.62,132,10
116000,0.652441,0.4684515,-19.61921,-65.56093,33549.62,152,0
116237,0.8935691,0.466578,12.10079,29.59908,3099.615,164,0
116465,0.8935691,0.466578,10.14879,9.591076,-31620.38,162,60
116672,0.8935691,0.466578,-29.86721,13.00708,-40720.38,238,172
116896,0.8836632,0.4648174,-1.56321,-85.08092,-35330.38,NA,NA
117102,0.7368893,0.637738,56.02079,-13.34492,-37080.38,154,126
117312,0.7448094,1.183195,16.98079,191.1271,3239.615,170,0
117539,0.7199088,1.291459,10.63679,-76.29692,23889.62,150,0
117746,0.7304787,1.310893,-32.79521,68.15108,-9150.385,38,12
117956,0.6752827,1.435736,-12.29921,-97.76892,42159.62,106,0
118163,0.5483075,1.487472,-111.3632,-12.85692,52659.62,120,0
118370,0.5534923,1.486115,-24.01121,-61.65692,65049.62,92,2
118603,0.4772994,1.5236,-121.6112,-39.20892,72539.62,86,238
118831,0.4736562,1.526744,63.34079,-180.7289,26969.62,66,48
119039,0.4736562,1.526744,25.76479,89.13508,-9080.385,56,12
119248,0,0,9.66079,-207.0809,28509.62,56,0
119453,0,0,-17.17921,-4.072924,89.61539,52,16
119657,0,0,-1.07521,-3.584924,-50.38461,66,16
119880,0,0,-3.02721,-4.072924,-50.38461,62,16
120085,0,0,-1.56321,-3.584924,-50.38461,64,16
120289,0.3444273,0.2244312,2.34079,-2.608924,19.61539,62,16
120493,0.5176147,0.3806057,-17.66721,43.26308,3239.615,66,16
120699,0.48125,0.4044135,-13.76321,-4.560925,4009.615,66,22
120923,0.48125,0.4044135,-10.83521,-3.584924,7859.615,68,18
121127,0.48125,0.4044135,6.73279,-4.072924,5689.615,68,20
121358,0.48125,0.4044135,-11.81121,-32.86493,6809.615,72,22
121564,0.48125,0.4044135,13.56479,41.31107,6319.615,74,46
121768,0.48125,0.4044135,-5.95521,99.87108,7719.615,76,46
122004,0.4364855,0.3498986,34.54879,-45.06493,7159.615,80,46
122240,0.4364855,0.3498986,1.36479,-10.41692,4499.615,78,62
122465,0.4364855,0.3498986,-6.93121,18.37508,7159.615,78,46
122692,0.3814241,0.3988322,43.82079,20.32708,6039.615,104,76
122901,0.3814241,0.3988322,19.90879,-19.20092,1979.615,80,56
123109,0.3540285,0.5388321,-3.02721,49.11908,29419.62,180,114
123319,0.2965279,0.6436849,-38.65121,-6.512924,16959.62,74,28
123559,0.2935571,0.7225137,-40.60321,-6.512924,14369.62,114,78
123784,0.3185871,0.6761992,25.27679,125.2471,4849.615,82,16
124024,0.3185871,0.6761992,-8.39521,17.88708,999.6154,70,22
124229,0.3650975,0.5835858,10.14879,44.23907,1699.615,68,18
124437,0.5512959,0.4254333,-5.46721,-24.56892,10169.62,162,62
124645,0.5779504,0.4115949,5.75679,54.48708,9259.615,38,18
124855,0.542694,0.430548,15.51679,-41.16093,-3480.385,40,10
125074,0.542694,0.430548,-5.95521,-1.144924,2469.615,178,74
125281,0.5342456,0.435909,-9.37121,17.88708,4219.615,238,174
125514,0.5342456,0.435909,-27.91521,12.03108,4569.615,70,18
125722,0.5342456,0.435909,-50.85121,-65.56093,5689.615,184,100
125924,0.5870946,0.4074908,18.44479,-0.1689243,509.6154,184,126
126115,0.5259578,0.4415131,66.75679,-0.1689243,-2500.385,88,26
126355,0.5259578,0.4415131,-30.35521,67.66308,12829.62,84,54
126562,0.6344428,0.3504429,19.90879,8.127075,3029.615,168,146
126770,0.7338133,0.2941944,10.63679,-2.120924,-21050.38,226,170
126979,0.8662155,0.3083483,30.64479,53.51108,-28400.38,226,202
127212,0.8662155,0.3083483,17.46879,-27.49693,-42330.38,222,164
127451,0.8863607,0.3046052,6.73279,-153.8889,-46740.38,224,130
127692,1.080401,0.306682,14.05279,-10.41692,-61720.38,208,12
127920,0.7938271,0.2127513,57.48479,39.35908,-74320.38,112,20
128145,0.4668149,0.3294262,-22.05921,-30.91292,-46180.38,210,198
128352,0.3707738,1.021921,-5.46721,97.43108,30329.62,236,188
128560,0.2400275,1.101017,-59.14721,81.81508,77369.62,222,54
128768,0.3593449,1.441099,-51.33921,57.90308,96619.62,238,168
129004,0.4311885,1.585641,-184.5632,-32.86493,85979.62,164,128
129231,0.0299738,1.236991,-153.8192,-141.2009,79539.62,150,128
129470,0,0,33.57279,-103.6249,15069.62,238,120
129676,0,0,-3.51521,-3.584924,229.6154,112,94
129879,0,0,2.82879,3.735076,89.61539,112,94
130085,0,0,1.36479,4.711076,19.61539,114,94
130276,0,0,-2.53921,2.759076,-50.38461,114,88
130511,0,0,-0.5872097,3.735076,19.61539,114,86
130714,0,0,-3.02721,1.295075,-50.38461,114,88
130916,0,0,0.3887901,-0.1689243,19.61539,114,86
131119,0,0,1.36479,0.8070755,19.61539,114,94
131355,0,0,-2.53921,0.8070755,19.61539,114,94
131592,0,0,1.36479,3.247076,-50.38461,114,94
131813,0,0,0.87679,1.783075,-50.38461,114,92
132017,0,0,-0.5872097,-1.144924,-50.38461,114,94
132221,0,0,-0.5872097,2.759076,-50.38461,114,92
132424,0,0,-0.09920979,2.759076,-50.38461,114,90
132614,0,0,-0.5872097,0.3190756,19.61539,114,96
132849,0,0,0.87679,-0.1689243,-50.38461,114,94
133052,-0.2218936,0.9045355,-51.82721,53.02308,12549.62,114,94
133284,-0.1694402,1.05239,61.87679,-21.15292,69529.62,238,120
133492,-0.1524647,1.023786,27.22879,23.25508,118879.6,238,160
133700,-0.1584092,1.033166,-33.77121,-102.6489,132109.6,206,112
133941,0.02466536,1.13809,-3.02721,-79.71292,129449.6,238,170
134150,0.1484278,1.253856,22.83679,-29.93692,140229.6,NA,NA
134370,0,0,67.73279,5.687077,134209.6,NA,NA
134602,0,0,54.06879,-22.12893,-1730.385,238,192
134805,0,0,13.07679,2.759076,-260.3846,238,128
135010,0,0,1.85279,-6.024924,19.61539,238,128
135231,0,0,5.26879,-4.072924,-50.38461,238,128
135439,1.40678,0.4003165,7.70879,33.01508,-15380.38,238,128
135649,1.509424,0.4969663,10.63679,100.3591,-42050.38,222,194
135862,0,0,-2.05121,-81.17693,-7610.385,232,52
136097,0.8855383,-0.144458,6.73279,-2.120924,159.6154,40,10
136335,1.520559,0.4810403,6.24479,21.30308,-48000.38,126,104
136544,1.520559,0.4810403,-101.6032,-26.52092,-57590.38,NA,NA
136768,1.520559,0.4810403,92.62079,3.247076,-51640.38,NA,NA
136985,1.520559,0.4810403,82.37279,-19.68892,-48280.38,NA,NA
137202,1.520559,0.4810403,-99.16321,-109.4809,-46740.38,NA,NA
137419,0,0,-26.93921,-161.6969,-10620.38,234,202
