time,left effort,right effort,x accel,y accel,z gyro,rangefinder,encoder left,encoder right,vel left,vel right
844.16,0.7756851,1.412677,-59.21749,51.60235,58146.11,155.3608,-3887.971,4835.765,-0.003282548,0.004808427
844.449,0.8338223,1.296308,36.91851,25.25035,37566.11,63.91753,-3900.312,4852.101,-0.003624891,0.004615968
844.724,0.7663299,1.346053,-75.32149,-60.14965,44006.11,16.82131,-3913.2,4867.761,-0.003623999,0.00457747
845.01,0.7276843,1.181954,6.174514,-88.94165,59196.11,13.0756,-3925.863,4884.581,-0.003354943,0.004499646
845.272,0,0,-27.98549,-86.01365,18946.11,10.65292,-3932.63,4894.408,-0.0007243877,0.001220021
845.536,0.7187995,0.5734392,-55.31349,36.96235,5226.108,10.30928,-3933.918,4895.923,-0.0007616979,0.0008385029
845.817,1.014438,0.6375067,-52.87349,-32.82165,-24313.89,7.920962,-3940.234,4901.562,-0.002362268,0.001905055
846.077,1.044406,0.6372106,56.92651,-2.077651,-52313.89,8.247422,-3950.996,4909.068,-0.003542025,0.002436567
846.378,0.5050728,0.8463614,-36.76949,63.31435,25246.11,99.63918,-3963.626,4920.218,-0.004111038,0.004644677
846.676,0.415501,1.747414,-40.18549,13.53835,89156.11,76.1512,-3972.101,4933.268,-0.002131497,0.003996557
846.958,0.3955628,1.893156,-48.96949,-66.00565,112116.1,105.1546,-3978.352,4947.606,-0.001673902,0.004337674
847.271,0,0,-62.14549,-78.20565,116876.1,160.4124,-3985.022,4963.91,-0.001901498,0.00456371
847.53,0,0,4.710513,-16.22965,886.1078,10.65292,-3986.891,4968.84,-7.604819e-05,0.0001901205
847.789,0.1655199,0.3900711,5.686513,-25.50165,-2473.892,10.65292,-3987.213,4968.937,-0.0001520499,0.0001140374
848.073,0.1759809,0.3944692,13.98251,15.49035,18316.11,10.65292,-3987.954,4970.806,-0.000303998,0.0006845713
848.338,0.4920722,0.4156332,53.02251,18.90635,13066.11,9.965635,-3989.597,4973.705,-0.000645794,0.0009491214
848.602,0.7070622,0.4596951,67.66251,-18.66965,-25713.89,8.247422,-3994.302,4977.895,-0.001822563,0.001329738
848.884,0.726895,0.5928513,59.85451,142.8584,-35373.89,8.934708,-4002.808,4983.887,-0.002542976,0.001859058
849.148,0.6609499,0.6807999,13.49451,104.3064,-6883.892,11.70103,-4011.765,4991.395,-0.002504521,0.002389803
849.414,0.6609499,0.6807999,-66.04948,72.09835,13206.11,11.68385,-4020.304,5000.481,-0.00238963,0.002655208
849.696,0.6689044,0.688525,-38.72149,-84.54965,6346.108,16.16838,-4029.68,5010.147,-0.002502331,0.002692254
850.014,0.4484457,1.555011,-13.34549,-80.64565,6766.108,98.81443,-4039.991,5021.135,-0.003790436,0.004092879
850.291,0.4151578,1.64127,-18.22549,18.90635,83836.11,87.5945,-4047.403,5033.508,-0.002008733,0.003978992
850.601,0.4114759,1.687,-71.90549,32.08235,107496.1,275.8763,-4055.007,5049.361,-0.002348408,0.005000485
850.885,0.4114759,1.687,-110.9455,-107.4856,110156.1,80.60137,-4061.838,5064.44,-0.002007331,0.004392256
851.146,0,0,1.782514,-121.6376,24406.11,16.49484,-4065.318,5073.527,-0.0003029004,0.001021715
851.425,1.09095,0.9517925,9.590514,35.01035,-24943.89,15.85911,-4069.797,5077.619,-0.002535673,0.002232585
851.689,1.070839,0.9573974,78.88652,33.54635,-18223.89,15.84192,-4082.202,5088.64,-0.00397246,0.003594649
851.967,0.9448093,1.153666,-15.29749,67.70635,9146.107,17.14777,-4097.281,5103.203,-0.005181599,0.005256677
852.233,0.9615481,1.059396,-27.00949,41.84235,4876.108,17.7835,-4111.684,5118.637,-0.004196238,0.004423696
852.496,0.6471358,1.463382,-86.05749,89.17835,7746.108,16.82131,-4126.603,5133.846,-0.004346726,0.004573542
852.784,0.4144965,1.645638,-217.3295,3.778349,107006.1,58.50515,-4138.46,5150.697,-0.002984824,0.005742336
853.063,0.4151578,1.64127,-88.00948,-77.22965,108616.1,97.81787,-4145.453,5165.938,-0.002077761,0.004607134
853.362,0,0,73.51852,-220.2137,21466.11,293.4021,-4149.061,5174.477,-0.0004525986,0.001283412
853.687,0.8859293,1.034118,41.31051,121.3864,23286.11,35.12027,-4153.153,5179.665,-0.002868989,0.003661164
853.986,0.9479629,1.067495,42.77451,62.33835,7116.108,42.04467,-4165.559,5193.584,-0.003810829,0.004074985
854.248,0.9395926,1.105316,62.29451,27.69035,-3313.892,15.84192,-4179.382,5207.794,-0.004149186,0.004186339
854.529,0.8419092,1.326573,-33.84149,22.32235,30426.11,16.49484,-4194.687,5223.744,-0.005015213,0.005580331
854.806,0.4118094,1.706506,-51.40949,15.49035,74946.11,163.1787,-4206.866,5240.016,-0.003127994,0.005013016
855.108,0.4184592,1.624283,-116.8015,-145.0616,104066.1,225.2062,-4215.373,5256.899,-0.002298915,0.004935871
855.397,0,0,76.44652,-227.0457,65846.11,293.3849,-4220.787,5269.563,-0.001846045,0.004783507
855.705,0.8847728,1.292881,2.270514,143.8344,38686.11,353.7113,-4221.592,5271.786,-0.0005649124,0.00135579
856.001,1.006849,0.9935355,-11.39349,11.58635,22936.11,85.60137,-4230.066,5282.741,-0.003237712,0.003877154
856.287,0.9448093,1.153666,12.03051,-27.94165,4316.108,10.99656,-4244.05,5297.788,-0.005004346,0.005154317
856.548,0.8892776,1.271475,-16.27349,-2.077651,26786.11,11.01375,-4257.905,5312.933,-0.003874678,0.004476659
856.809,0.9448093,1.153666,53.51051,-87.47765,22236.11,10.99656,-4271.438,5328.399,-0.003911109,0.004474725
857.089,0.9451428,1.173172,-18.22549,64.77835,19856.11,8.573883,-4286.196,5344.929,-0.004022632,0.004548463
857.356,0.9817791,1.021678,42.77451,-34.77365,4316.108,7.920962,-4300.824,5360.685,-0.004246339,0.004397263
857.658,0,0,-11.88149,-165.0697,5786.108,294.2096,-4310.137,5370.77,-0.001390278,0.001765459
857.934,0.5151037,1.499621,-28.96149,93.57035,63256.11,303.5911,-4312.553,5375.41,-0.001464387,0.002929913
858.233,0.482234,1.519626,-106.0655,-101.1417,87406.11,112.1649,-4319.223,5388.396,-0.001989576,0.003979721
858.522,0.5080733,1.503106,-32.86549,-39.16565,103156.1,62.62886,-4326.602,5403.153,-0.002102087,0.004053455
858.8,0,0,54.97451,-114.3176,10336.11,14.811,-4330.533,5411.53,-0.0003752511,0.0009381276
859.061,0.9517925,1.09095,-89.47349,18.41835,6626.108,13.41924,-4334.463,5415.72,-0.002250254,0.002400877
859.324,0.9517925,1.09095,-33.84149,123.8264,19646.11,12.37113,-4345.451,5427.706,-0.003562143,0.003937166
859.603,0.9517925,1.09095,24.23051,46.23435,20976.11,10.30928,-4359.564,5443.365,-0.003973946,0.0043852
859.872,0,0,4.222514,47.21035,4036.108,82.42268,-4374.289,5458.832,-0.004458785,0.004572356
860.161,0.4329543,1.58177,-2.121487,31.10635,49256.11,417.457,-4381.185,5467.467,-0.001722856,0.003259519
860.43,0.4346645,1.578228,-102.6495,-14.76565,98816.11,104.7938,-4386.533,5479.002,-0.00247083,0.005467152
860.728,0.4329543,1.58177,-99.72148,74.53835,105396.1,267.3711,-4393.268,5494.146,-0.002246463,0.005091415
860.999,0,0,7.150514,-68.93365,139836.1,12.02749,-4398.294,5508.549,-0.0007105889,0.004378657
861.279,1.158481,0.9447968,-40.67349,34.52235,16636.11,8.556701,-4400.743,5515.606,-0.001796021,0.002020523
861.538,1.333571,0.845212,11.05451,-35.26165,-14093.89,4.312715,-4410.313,5524.95,-0.00336596,0.003067279
861.797,1.549427,0.4260784,98.40652,-47.46165,-64773.89,5.618556,-4423.427,5535.486,-0.003925867,0.002617056
862.099,1.533462,0.4370548,-54.82549,63.80235,-27743.89,60.49828,-4437.669,5541.834,-0.003289573,0.00115826
862.404,1.546116,0.4281437,-163.1615,-304.6377,5296.108,292.921,-4449.752,5547.699,-0.003810999,0.002204729
862.684,-0.4929533,-0.5437807,-141.2015,-75.27765,-54693.89,3.006873,-4452.91,5545.83,0.0004856301,-0.001605749
862.966,-0.5039582,-0.5691624,37.40651,-154.8217,-15843.89,2.353952,-4449.011,5540.029,0.001195006,-0.001493758
863.222,1.449639,0.7230373,-129.0015,240.4584,1936.108,3.642612,-4447.399,5538.096,-0.0005594275,0.0004474289
863.486,1.436218,0.7761859,80.35052,32.57035,-28793.89,3.006873,-4455.423,5544.476,-0.003059795,0.002462651
863.764,1.239052,0.8985733,8.126513,43.79435,-3173.892,16.16838,-4468.247,5555.786,-0.003693071,0.003543833
864.043,0.9427397,1.256502,-70.44149,42.81835,326.1078,76.6323,-4482.779,5569.996,-0.004399963,0.004400529
864.346,0.4107642,1.795515,95.96651,145.2984,56466.11,61.64948,-4495.281,5586.751,-0.003206452,0.005629369
864.627,0.4041033,1.795362,-22.12949,-98.70165,103016.1,53.52234,-4502.466,5601.572,-0.001826339,0.004098814
864.906,0.4080564,1.746423,-33.84149,-47.46165,108196.1,151.7526,-4509.007,5616.266,-0.001936401,0.004433398
865.185,0,0,98.89452,-175.3177,29866.11,293.4193,-4512.681,5625.255,-0.0009312044,0.002420567
865.45,1.018593,0.9840042,14.95851,0.362349,116.1078,20.37801,-4512.745,5625.384,0.0,0.0
865.747,0.9448093,1.153666,47.65451,105.2823,7886.108,23.23024,-4519.962,5632.57,-0.002865684,0.003052368
866.045,0.8410825,1.336345,-10.90549,42.81835,29586.11,22.93814,-4533.399,5647.778,-0.003720555,0.004241511
866.314,0.8440212,1.363707,20.32651,-2.565651,39736.11,21.34021,-4546.32,5663.31,-0.003793799,0.004687154
866.58,0.8410825,1.336345,-65.07349,44.77035,36166.11,17.7835,-4558.821,5678.969,-0.003495128,0.004424271
866.929,0.7834184,1.348559,30.57451,-80.15765,12156.11,293.7629,-4566.845,5689.634,-0.0009665043,0.001449757
867.194,0.7622942,1.437059,-5.537487,38.91435,42676.11,155.9106,-4573.192,5698.237,-0.002563607,0.003566978
867.481,0.5453961,1.488292,-92.40148,13.05035,67176.11,78.52234,-4582.988,5712.479,-0.002748507,0.004382525
867.791,0,0,-97.76949,-35.26165,103646.1,16.80412,-4591.623,5729.267,-0.002339025,0.004122131
868.055,0,0,21.79051,-63.56565,10266.11,12.02749,-4593.492,5735.292,-3.712502e-05,0.0002970002
868.315,1.09095,0.9517925,-42.62549,195.5623,-4713.892,12.38832,-4597.423,5739.094,-0.002226272,0.002226834
868.597,1.086826,0.9527821,27.64651,-28.91765,1516.108,11.70103,-4609.731,5751.435,-0.003672522,0.00367196
868.857,1.095123,0.9508687,11.05451,-63.56565,4526.108,9.982818,-4623.458,5765.29,-0.00404233,0.004042892
869.117,1.238955,0.9252108,-34.32949,-43.06965,2706.108,8.934708,-4637.796,5779.725,-0.00411528,0.004078763
869.4,1.125687,0.9462379,15.44651,-121.1497,-11083.89,7.250859,-4653.585,5795.514,-0.004188076,0.004151008
869.714,0,0,43.26251,-389.5497,13696.11,293.5739,-4667.988,5810.175,-0.00389013,0.00422418
870.004,0.4382797,1.571309,-109.9695,-24.03765,72986.11,231.2543,-4671.951,5816.941,-0.001481674,0.003036871
870.316,0.416241,1.752695,-77.27348,-4.029651,95876.11,110.2405,-4678.17,5830.861,-0.001739782,0.003998525
870.603,0.4444129,1.524605,-88.98548,146.7623,103506.1,147.6632,-4684.678,5845.489,-0.001997762,0.004367931
870.871,0,0,-19.68949,-125.0536,19856.11,13.0756,-4688.255,5854.576,-0.0002966005,0.0009626902
871.152,1.153666,0.9448092,-59.21749,41.84235,7956.108,12.73196,-4692.669,5858.926,-0.002256015,0.002256576
871.414,1.186886,0.9382717,66.68652,23.29835,-3173.892,12.04467,-4704.172,5870.203,-0.003697071,0.003549144
871.674,1.130239,0.9458379,145.7425,174.0903,-93.89221,9.982818,-4717.738,5883.865,-0.004103768,0.00417659
871.97,0.412242,1.341291,-28.96149,-56.24565,-12973.89,207.457,-4734.3,5900.072,-0.004951858,0.004840982
872.253,0.4041033,1.795362,-68.97749,76.49035,93496.11,93.48797,-4745.545,5915.7,-0.002475405,0.004396056
872.558,0.4056861,1.772985,-19.20149,-36.72565,106166.1,52.28522,-4753.343,5932.197,-0.002400673,0.005354788
872.84,0.3102131,1.536942,-52.38549,-3.053651,106166.1,99.15807,-4759.948,5947.276,-0.001882437,0.004281216
873.104,1.186886,0.9382717,0.3185129,-79.18165,46316.11,15.15464,-4764.201,5958.715,-0.0005536551,0.001881868
873.38,1.277781,0.8612251,23.25451,169.2104,-19203.89,12.04467,-4772.192,5967.802,-0.003025132,0.00280374
873.644,1.148894,0.9448858,-22.61749,134.5623,-18503.89,9.965635,-4784.855,5979.337,-0.003762528,0.003504315
873.904,1.233044,0.9170915,-55.80149,58.43435,7116.108,8.247422,-4798.678,5992.773,-0.00398155,0.003945232
874.187,1.244747,0.9066475,34.96651,60.87435,-2123.892,5.962199,-4813.951,6008.272,-0.003980819,0.004054548
874.448,0,0,61.31852,95.03435,-21793.89,5.292096,-4828.418,6022.191,-0.004237607,0.003979631
874.71,0.4735154,1.526869,-127.5375,156.5224,33156.11,188.3333,-4834.637,6028.507,-0.001178962,0.001768443
874.968,0.4313092,1.585369,-72.88148,-59.17365,94476.11,145.2921,-4839.148,6038.109,-0.001583763,0.003646338
875.258,0.2911969,1.493078,-108.9935,-55.75765,102666.1,82.23367,-4845.399,6052.158,-0.001804155,0.003939687
875.554,1.005563,0.8056749,35.94251,-138.7177,18736.11,286.4089,-4849.105,6060.729,-0.0009196186,0.001545896
875.848,1.168234,0.9449638,-35.79349,16.95435,-15213.89,216.7698,-4858.159,6068.43,-0.003863443,0.003311522
876.138,0.793664,1.348101,65.71052,128.7063,6346.108,107.9553,-4873.303,6082.768,-0.004044962,0.00419265
876.418,0.4653428,1.534672,-113.3855,-42.09365,65146.11,85.68729,-4885.806,6098.46,-0.003235827,0.004559018
876.714,0.4653428,1.534672,-67.51349,-114.3176,98956.11,96.80412,-4895.182,6115.054,-0.002793078,0.005476438
876.997,0.7318842,1.420539,-76.78548,-81.62165,93146.11,124.6392,-4902.979,6130.295,-0.002315029,0.004372275
877.283,0.731053,1.426508,-53.84949,29.15435,67736.11,78.69416,-4912.484,6145.632,-0.002864735,0.004370294
877.581,0.855043,1.374865,-0.169487,-40.62965,43236.11,10.99656,-4924.406,6162.226,-0.003414037,0.004258087
877.847,0,0,-50.43349,-15.74165,52966.11,9.965635,-4936.167,6177.371,-0.003156026,0.004221755
878.104,0,0,-10.90549,-75.76565,5716.108,7.920962,-4940.195,6183.202,-0.000220201,0.000440402
878.387,0.7234908,0.3142365,0.3185129,-3.053651,46.10779,7.920962,-4940.195,6183.234,0.0,0.0
878.645,1.329302,0.8377045,-111.4335,222.8904,-24733.89,8.934708,-4944.287,6185.265,-0.001686057,0.001100327
878.906,1.037976,0.971613,22.27851,67.70635,-6323.892,9.965635,-4954.147,6194.125,-0.003153334,0.003116112
879.19,1.044894,0.9679979,47.65451,28.17835,14746.11,10.65292,-4967.841,6208.496,-0.003811547,0.003958722
879.451,1.066971,0.9587153,9.590514,9.146349,13136.11,10.30928,-4981.374,6223.124,-0.003845949,0.00417519
879.717,0.4194487,1.620159,20.32651,-83.57365,23146.11,70.54983,-4995.358,6238.141,-0.003772076,0.004286047
880.028,0.4184592,1.624283,-75.32149,73.56235,91746.11,152.7148,-5005.766,6255.024,-0.002306501,0.004357771
880.315,0.4382797,1.571309,-35.30549,-14.76565,106516.1,47.64605,-5012.79,6270.104,-0.001829845,0.003953108
880.6,0,0,50.09451,-109.9257,11806.11,16.49484,-5016.624,6278.836,-0.0002195768,0.0006587306
880.876,0.8485643,1.340585,-127.5375,401.4984,7256.108,16.49484,-5017.011,6279.286,-0.0004390161,0.0004013228
881.139,0.872157,1.274887,-34.81749,-5.005651,36026.11,13.09278,-5023.681,6287.632,-0.002487015,0.003145343
881.419,0.9475386,1.203627,-53.36149,-67.46965,29726.11,11.68385,-5035.248,6301.713,-0.004130967,0.004898219
881.68,0.9448093,1.153666,22.76651,178.9704,25946.11,9.261168,-5047.814,6316.406,-0.003618026,0.004203401
881.944,0.9448093,1.153666,54.48652,-34.28565,11316.11,7.594501,-5061.766,6331.55,-0.003981793,0.004164495
882.25,0.411515,1.69667,-80.68948,121.3864,61996.11,80.60137,-5077.201,6349.144,-0.003359995,0.004639018
882.555,0.4188511,1.801436,-95.81748,67.70635,104696.1,259.055,-5086.255,6366.414,-0.002445957,0.005257618
882.832,0,0,30.57451,-241.6857,51286.11,16.16838,-5091.442,6378.625,-0.0006565121,0.001751621
883.114,0,0,5.198514,-2.565651,-93.89221,16.80412,-5091.765,6379.56,0.0,0.0
883.378,0.956145,1.074758,-32.86549,266.8103,-583.8922,17.14777,-5093.312,6380.945,-0.0009490602,0.0009114737
883.643,0.949218,1.103617,15.44651,96.49835,8516.107,17.45704,-5101.85,6390.192,-0.002953527,0.003244735
883.93,0.9448858,1.148894,13.00651,78.93035,12716.11,19.72509,-5115.383,6404.66,-0.003936389,0.004191597
884.193,0.9406423,1.207776,-25.54549,21.34635,12576.11,18.7457,-5128.852,6419.354,-0.003862875,0.004263797
884.459,0.9406423,1.207776,14.95851,34.03435,8586.107,18.43643,-5143.094,6434.498,-0.003971575,0.004299503
884.749,0.5789708,1.481163,52.53451,-37.70165,44216.11,60.06873,-5157.818,6451.542,-0.0035685,0.004588938
885.023,0.4228116,1.608091,-36.28149,24.27435,103716.1,57.2165,-5167.453,6467.363,-0.00225707,0.004333177
885.337,0.4329543,1.58177,-103.6255,-89.91765,101336.1,147.8179,-5175.218,6484.376,-0.002110116,0.005458947
885.637,0.6086691,0.5487718,20.32651,-124.0777,16636.11,294.2268,-5179.955,6493.141,-0.0007635968,0.001346356
885.901,1.018593,0.9840042,17.88651,56.48235,-7863.892,16.82131,-5186.109,6499.263,-0.002618604,0.002582778
886.162,0.956145,1.074758,106.2145,94.54635,12436.11,16.80412,-5197.999,6511.281,-0.003599727,0.00367246
886.446,0.9421987,1.21844,-13.34549,-21.59765,13416.11,16.82131,-5212.724,6526.683,-0.003961571,0.004071737
886.716,0.5789708,1.481163,-65.56149,-66.00565,59756.11,16.49484,-5225.58,6542.311,-0.003015428,0.004324903
887.01,0.4763615,1.524392,-68.00149,64.29035,93776.11,16.16838,-5235.376,6558.969,-0.002761208,0.005121665
887.297,0.5494189,1.487171,25.69451,42.33035,90136.11,70.05154,-5243.463,6574.402,-0.002214415,0.004029311
887.583,1.063157,0.960099,-10.90549,-13.78965,52966.11,61.80412,-5252.808,6589.645,-0.00286835,0.004102829
887.858,1.044894,0.9679979,-6.513487,13.53835,27206.11,6.941581,-5265.6,6604.691,-0.003593401,0.004064712
888.122,0.9448093,1.153666,-43.60149,-61.12565,26926.11,5.945017,-5278.874,6619.9,-0.003700092,0.004353793
888.381,1.258226,0.8540406,53.99852,29.64235,25316.11,4.312715,-5292.343,6635.141,-0.00380839,0.004280522
888.659,1.253163,0.8461329,16.91051,61.36235,-1213.892,2.353952,-5307.294,6650.123,-0.003807198,0.003770384
888.924,0.5617898,1.484202,-386.6655,-3.541651,76486.11,78.59106,-5320.408,6664.43,-0.003552289,0.004276809
889.203,0.5494189,1.487171,125.2465,26.71435,90906.11,63.17869,-5327.078,6679.542,-0.001268473,0.003877902
889.455,0.5660125,1.483344,-104.1135,71.61035,86216.11,167.1306,-5331.976,6691.334,-0.0019922,0.004093645
889.742,0.9483221,1.251255,-28.96149,-20.13365,36656.11,5.962199,-5340.837,6705.834,-0.002788949,0.003729575
890.014,0.9517925,1.09095,-108.5055,-7.445651,27346.11,7.268041,-5353.628,6720.56,-0.003656017,0.004054317
890.296,0.6368506,1.462563,-44.08949,12.56235,35256.11,6.924398,-5367.548,6737.089,-0.003474419,0.004305867
890.562,0.4666667,1.533333,-132.4175,50.62635,70956.11,5.945017,-5377.988,6752.137,-0.002460152,0.004016731
890.852,0.4666667,1.533333,-66.53748,-4.029651,95106.11,120.4467,-5386.72,6767.732,-0.002242301,0.004340451
891.162,0.7813241,1.444055,-77.76148,-81.62165,92096.11,6.924398,-5395.227,6784.551,-0.002169744,0.00386883
891.427,1.015567,0.9862926,35.45451,142.3703,42256.11,5.292096,-5405.473,6798.793,-0.003107947,0.003939435
891.711,1.015567,0.9862926,-4.561487,-19.64565,2636.108,5.618556,-5419.844,6814.485,-0.004878919,0.005058525
891.974,1.004063,0.9960748,85.23051,55.01835,19646.11,4.312715,-5433.86,6829.565,-0.003793049,0.00422715
892.238,0.9500106,1.099346,43.75051,124.8024,20766.11,2.33677,-5447.521,6845.225,-0.003719142,0.004261471
892.524,1.086826,0.9527821,-644.3295,-70.88565,25106.11,124.2096,-5462.311,6861.851,-0.003934046,0.004801713
892.816,0.5878463,1.480037,-83.12949,62.33835,32386.11,93.95189,-5474.652,6876.963,-0.003284683,0.004114878
893.11,0.4979503,1.50882,-56.28949,-66.00565,86636.11,125.7216,-5484.287,6892.687,-0.00241705,0.004545432
893.4,0.5576161,1.485126,104.7505,77.95435,61996.11,16.47766,-5493.019,6908.282,-0.002200381,0.003931828
893.664,0.9447968,1.158481,22.76651,81.85835,41066.11,10.99656,-5502.298,6922.105,-0.002955923,0.003858544
893.925,0.9346381,1.250573,49.60651,34.52235,28396.11,9.278351,-5514.607,6936.476,-0.003532416,0.004109226
894.208,0.5046422,1.504946,-119.7295,-76.74165,44286.11,62.92096,-5528.301,6952.909,-0.003530752,0.004396239
894.507,0.4763615,1.524392,-107.0415,-123.5897,86006.11,104.6392,-5539.031,6969.954,-0.002521357,0.004502851
894.805,0.8554146,1.354653,-100.6975,-11.34965,82576.11,97.83505,-5547.795,6985.903,-0.002917775,0.005149079
895.071,0.8485643,1.340585,-45.55349,-88.94165,47646.11,9.965635,-5558.202,7000.307,-0.003023285,0.003959402
895.331,0.8485643,1.340585,-13.34549,-49.41365,39246.11,8.573883,-5569.803,7015.031,-0.00331145,0.004137676
895.615,0.8692227,1.248279,-2.121487,-50.38965,29166.11,5.945017,-5583.207,7031.11,-0.003489768,0.004065489
895.879,1.348968,0.8963346,-45.06549,-8.421651,18876.11,2.33677,-5596.514,7045.803,-0.003704026,0.003992347
896.142,1.371764,0.8586951,858.2225,-321.2297,-77933.89,5.945017,-5608.919,7058.885,-0.003020216,0.002803903
896.428,1.45624,0.651245,357.0465,-330.9897,-6113.892,67.18213,-5618.199,7069.646,-0.002264304,0.002946809
896.718,1.333571,0.845212,240.9025,152.1304,31266.11,71.13402,-5625.288,7079.184,-0.001940126,0.002551078
896.987,1.066971,0.9587153,362.4145,-260.7177,39946.11,4.639175,-5633.987,7088.335,-0.002479002,0.002657551
897.272,1.341082,0.7793229,311.6625,-437.8617,60666.11,84.8969,-5643.268,7099.484,-0.002370466,0.003124162
897.584,-0.05697572,-0.9982834,36.43051,-99.67765,-7023.892,262.5601,-5647.327,7105.22,0.0002872294,-0.0005385551
897.893,-0.5106127,-0.5821054,-52.38549,18.41835,-42373.89,102.0962,-5645.523,7098.195,0.001112087,-0.0022965
898.25,1.221301,0.9008438,65.22252,632.3223,1796.108,294.4502,-5644.846,7096.326,-0.001435082,0.001542713
898.506,0.9538374,1.082752,-41.64949,33.54635,18036.11,81.06529,-5653.224,7105.123,-0.003012814,0.003263882
898.806,0.8550783,1.364654,-26.52149,23.78635,28886.11,131.9931,-5665.565,7120.525,-0.003657195,0.005377686
899.094,0.8063883,1.397882,-56.28949,14.51435,46596.11,108.4364,-5679.774,7136.539,-0.003656024,0.004444036
899.364,0.731053,1.426508,-30.42549,87.71435,45056.11,16.18557,-5691.89,7152.133,-0.003224935,0.004154954
899.647,0.6575737,1.464455,-88.49748,58.43435,51496.11,17.13058,-5704.069,7168.373,-0.003940347,0.00522883
899.935,0.4914884,1.512951,-47.99349,33.05835,64166.11,76.3402,-5715.508,7184.581,-0.002792628,0.00433191
900.233,0.4441869,1.561357,-58.24149,-49.90165,95176.11,206.0825,-5725.142,7200.949,-0.002505862,0.004652658
900.529,0.844232,1.37417,-79.71349,-8.421651,98116.11,95.189,-5733.294,7216.964,-0.002147175,0.004258565
