time,left effort,right effort,x accel,y accel,z gyro,y head,y tail
2872,0,0,2.333339,1.533334,16.44809,154,150
2964,0,0,-1.082662,1.045333,-53.55191,154,150
3038,0,0,-0.1066618,2.509334,-53.55191,154,150
3169,0,0,1.845338,1.533334,-53.55191,148,150
3245,0,0,-1.082662,-1.394667,16.44809,146,148
3373,0,0,-1.082662,2.021333,-53.55191,154,148
3449,0,0,0.869338,2.021333,16.44809,154,146
3543,0,0,0.3813381,1.045333,-53.55191,154,150
3663,0,0,1.357338,0.5573335,16.44809,146,150
3751,0,0,0.3813381,1.045333,-53.55191,150,154
3870,0,0,0.869338,-0.4186666,16.44809,154,150
3961,0,0,2.333339,2.021333,16.44809,154,148
4038,0,0,0.869338,0.06933343,-53.55191,154,148
4170,0,0,0.869338,0.5573335,-53.55191,150,154
4248,0,0,0.3813381,2.997334,16.44809,152,148
4347,0,0,1.845338,1.045333,-53.55191,154,150
4464,0,0,1.357338,1.045333,16.44809,154,150
4555,0,0,1.845338,1.533334,-53.55191,154,150
4634,0,0,2.821338,1.045333,16.44809,154,150
4770,0,0,-0.1066618,-1.882667,-53.55191,154,150
4850,0,0,1.357338,1.045333,-53.55191,154,150
4945,0,0,1.357338,-0.4186666,-53.55191,146,154
5022,0,0,0.3813381,0.06933343,-53.55191,146,150
5156,0,0,1.845338,2.509334,-53.55191,154,150
5240,0,0,1.845338,2.021333,16.44809,154,150
5372,0,0,-1.570662,1.045333,-53.55191,154,150
5466,0,0,1.357338,2.021333,-53.55191,154,150
5540,0,0,-0.1066618,0.06933343,16.44809,154,150
5673,0,0,3.797338,1.533334,-53.55191,154,150
5749,0,0,-0.1066618,1.045333,16.44809,154,146
5847,0,0,0.3813381,-1.394667,16.44809,154,150
5963,0,0,2.333339,0.5573335,-53.55191,154,150
6054,0,0,-0.5946617,-3.834667,-53.55191,152,150
6169,0,0,-1.082662,2.997334,16.44809,154,150
6261,0,0,0.869338,1.533334,-53.55191,154,150
6337,0,0,-1.082662,2.021333,-53.55191,154,150
6473,0,0,0.3813381,1.533334,16.44809,154,148
6550,0,0,0.3813381,2.509334,16.44809,154,148
6647,0,0,0.869338,-1.394667,16.44809,154,150
6766,0,0,1.357338,-1.882667,16.44809,154,150
6861,0,0,1.845338,-0.4186666,-53.55191,146,150
6939,0,0,0.3813381,0.5573335,-53.55191,154,150
7071,0,0,0.869338,2.997334,-53.55191,154,150
7145,0,0,0.3813381,3.973333,-53.55191,146,150
7237,0,0,1.845338,0.06933343,16.44809,154,150
7351,0,0,0.3813381,1.045333,-53.55191,154,150
7442,0,0,1.357338,2.997334,16.44809,154,150
7520,0,0,0.3813381,1.045333,-53.55191,154,150
7653,0,0,1.357338,-2.858667,-53.55191,154,150
7731,0,0,2.821338,0.06933343,-53.55191,154,150
7856,0,0,-1.570662,-0.4186666,-53.55191,154,150
7951,0,0,-0.1066618,-0.4186666,16.44809,154,150
8064,0,0,2.821338,3.485333,-53.55191,154,150
8155,0,0,-3.034662,-1.882667,16.44809,154,146
8270,0,0,-2.546662,2.021333,-53.55191,154,150
8367,0,0,0.3813381,2.997334,16.44809,154,150
8447,0,0,0.869338,1.045333,-53.55191,152,150
8543,0,0,-0.5946617,-1.882667,-53.55191,154,150
8660,0,0,-1.082662,2.997334,16.44809,154,148
8752,0,0,2.333339,0.5573335,16.44809,154,146
8835,0,0,1.357338,2.021333,-53.55191,154,150
8965,0,0,-1.570662,-1.882667,-53.55191,154,150
9039,0,0,2.821338,-0.4186666,16.44809,154,150
9172,0,0,4.285338,1.045333,16.44809,154,146
9246,0,0,-0.1066618,-1.882667,-53.55191,154,150
