time,left effort,right effort,x accel,y accel,z gyro,y head,y tail
29269,0,0,133.8974,-7.164602,12064.64,238,220
29471,0.5381873,1.490507,125.6014,91.41139,44124.64,228,124
29683,0.4354996,1.576564,60.20941,-9.604603,77654.64,232,186
29894,0.4354996,1.576564,18.24141,15.7714,103764.6,228,226
30101,0.4354996,1.576564,-29.58259,-49.6206,102994.6,234,200
30317,0.4354996,1.576564,25.07341,-41.8126,101034.6,238,166
30543,0,0,99.24941,-308.7486,24594.64,106,40
30748,0,0,133.4094,-2.284602,12834.64,104,2
30959,0,0,131.9454,-14.9726,11924.64,128,10
31161,0,0,127.0654,-14.9726,12064.64,NA,NA
31370,0,0,131.4574,-13.9966,12064.64,128,10
31578,0,0,131.9454,-12.5326,11994.64,130,10
31791,0,0,129.9934,-12.5326,11994.64,130,2
31995,0,0,129.9934,-11.5566,12064.64,128,2
32207,0,0,131.4574,-14.4846,11994.64,130,2
32419,0,0,131.9454,-13.5086,12064.64,124,10
32629,0,0,131.9454,-13.9966,11994.64,130,12
32836,0,0,130.4814,-12.0446,11994.64,130,10
33061,0,0,130.4814,-12.0446,12064.64,128,10
33273,0,0,130.9694,-13.0206,11994.64,130,10
33479,0,0,130.9694,-13.0206,11994.64,130,2
33691,0,0,131.9454,-13.0206,12064.64,128,10
33898,0,0,129.5054,-12.5326,12064.64,128,10
34106,0,0,131.9454,-13.9966,11994.64,130,2
34317,0,0,131.4574,-12.5326,12064.64,130,10
34523,0,0,131.4574,-15.4606,12064.64,128,12
34735,0,0,131.4574,-12.5326,11994.64,130,2
34950,0,0,129.0174,-14.4846,11994.64,128,10
35162,0,0,131.4574,-12.0446,11994.64,130,10
35370,0,0,131.4574,-13.9966,11994.64,130,2
35593,0,0,128.5294,-14.9726,11994.64,128,2
35801,0,0,131.4574,-11.5566,12064.64,128,10
36008,0,0,130.4814,-12.0446,12064.64,130,2
36219,1.161268,0.9448187,157.8094,54.3234,-17335.36,234,0
36438,1.161268,0.9448187,163.6654,37.7314,-50655.36,NA,NA
36652,1.161268,0.9448187,107.5454,45.0514,-14745.36,NA,NA
36861,1.161268,0.9448187,120.2334,117.2754,12764.64,NA,NA
37070,1.161268,0.9448187,-134.5026,-187.2366,32014.64,160,116
37289,1.161268,0.9448187,45.08141,-32.5406,33694.64,NA,NA
37525,1.161268,0.9448187,144.6334,-30.1006,19974.64,NA,NA
37729,1.161268,0.9448187,131.4574,-61.3326,44964.64,NA,NA
37961,1.161268,0.9448187,61.67341,-9.604603,28864.64,78,0
38167,1.161268,0.9448187,156.8334,24.0674,39084.64,NA,NA
38393,1.161268,0.9448187,-102.2946,127.0354,39854.64,NA,NA
38628,1.161268,0.9448187,-52.03059,-17.4126,21654.64,88,10
38859,1.161268,0.9448187,142.1934,13.3314,26134.64,82,32
39071,1.161268,0.9448187,138.2894,-60.8446,16194.64,NA,NA
39302,1.161268,0.9448187,-82.77459,-5.212603,30264.64,NA,NA
39522,1.161268,0.9448187,85.09741,1.131397,26554.64,238,168
39736,0,0,159.2734,-298.9886,-8445.363,220,186
39976,0,0,129.0174,-6.188602,11994.64,176,0
40187,0,0,125.1134,-6.676602,11994.64,176,8
40398,0,0,126.0894,-4.724603,11994.64,176,16
40605,0,0,124.1374,-4.724603,11994.64,176,8
40816,0,0,122.1854,-6.188602,11994.64,176,8
41042,0,0,123.1614,-5.212603,11994.64,176,6
41253,0,0,119.7454,-3.260602,12064.64,176,8
41463,0,0,124.6254,-6.188602,11994.64,176,46
41672,0,0,123.1614,-4.724603,11994.64,176,6
41879,0,0,124.1374,-4.724603,11994.64,176,46
42088,0,0,121.2094,-5.212603,11924.64,176,0
42297,0,0,122.6734,-5.700603,11994.64,176,44
42504,0,0,122.1854,-5.212603,11994.64,176,10
42711,0,0,120.2334,-7.164602,11994.64,176,8
42921,0,0,123.6494,-4.724603,12064.64,188,8
43172,0,0,123.6494,-6.676602,11994.64,46,8
43381,0,0,125.1134,-5.700603,11994.64,176,6
43622,0,0,122.6734,-5.212603,11994.64,176,8
43832,0,0,122.1854,-5.700603,11994.64,176,16
44041,0,0,122.1854,-5.212603,11994.64,176,12
44246,0,0,121.6974,-4.724603,11994.64,176,46
44458,0,0,123.1614,-4.236603,11994.64,176,8
44669,0,0,121.2094,-5.212603,11994.64,36,6
44876,0,0,119.2574,-4.236603,11994.64,176,6
45085,0,0,122.1854,-5.212603,11994.64,176,16
45307,0,0,123.1614,-7.164602,12064.64,46,14
45520,0,0,124.6254,-4.236603,11994.64,176,0
45727,0,0,121.6974,-6.188602,11994.64,52,8
45943,0,0,121.6974,-4.724603,11994.64,176,12
46150,0,0,121.6974,-5.700603,11994.64,190,46
46359,0,0,122.6734,-4.236603,11924.64,176,6
46566,0,0,121.2094,-3.260602,11994.64,176,6
46805,0,0,122.6734,-3.260602,11994.64,176,14
47015,0,0,121.6974,-3.260602,11924.64,176,8
47225,0,0,122.1854,-4.236603,11994.64,176,8
47455,0,0,124.1374,-4.724603,11994.64,42,8
47664,0,0,120.7214,-4.724603,11994.64,176,6
47873,0,0,122.1854,-4.236603,11994.64,176,8
48082,-0.2600887,0.7804731,122.6734,-5.700603,11994.64,176,8
48291,0.06250554,1.117664,67.04141,93.85139,35444.64,32,12
48500,0.2759611,1.272328,69.48141,50.9074,79264.64,176,16
48709,0.4405151,1.387708,20.68141,-8.628602,97954.64,188,72
48916,0.4405151,1.387708,39.22541,-180.4046,97044.64,206,52
49174,0.4405151,1.387708,39.22541,15.2834,99494.64,238,158
49383,0.4313284,1.377207,26.53741,-14.9726,99424.64,238,138
49597,0.4130093,1.356171,65.57741,64.0834,100404.6,238,84
49808,0.4038782,1.345636,103.1534,-25.2206,104814.6,238,88
50019,0.3947668,1.335089,102.1774,-18.3886,106354.6,238,78
50228,0.3226763,1.250219,-9.574593,-379.9966,95644.64,238,134
50468,0.1058767,1.068006,47.52141,-138.4366,63094.64,224,202
50670,-0.1568245,0.8045899,-82.77459,-79.8766,80944.64,106,46
50881,0,0,297.8654,-116.9646,54274.64,238,178
51108,0,0,146.5854,-19.3646,11714.64,96,0
51318,0,0,138.7774,-18.8766,11994.64,48,18
51526,0,0,133.8974,-16.4366,11994.64,56,10
51734,0,0,132.4334,-15.9486,11994.64,108,6
51938,0,0,131.4574,-17.4126,11994.64,56,24
52148,0,0,131.9454,-16.4366,11994.64,112,48
52358,0,0,131.9454,-14.4846,11994.64,170,22
52567,0,0,132.4334,-16.9246,11994.64,38,6
52777,0,0,132.4334,-17.9006,11994.64,52,4
53033,0,0,133.8974,-16.9246,11994.64,46,8
53241,0,0,130.9694,-18.3886,11994.64,50,4
53444,0,0,131.4574,-17.4126,11994.64,170,14
53652,0,0,133.4094,-16.9246,11994.64,170,104
53861,0,0,132.9214,-16.4366,11994.64,50,0
54064,0,0,132.4334,-15.9486,12064.64,64,6
54272,0,0,133.4094,-16.9246,11994.64,96,56
54487,0,0,133.8974,-15.4606,11994.64,18,42
54694,0,0,131.9454,-19.3646,11994.64,48,14
54908,0,0,133.8974,-15.9486,11994.64,40,6
55111,0,0,132.9214,-17.9006,12064.64,60,8
55323,0,0,132.9214,-17.9006,11994.64,50,18
55548,0,0,131.9454,-18.3886,11994.64,50,18
55756,0,0,132.9214,-16.9246,11994.64,52,24
55964,0,0,131.9454,-17.4126,11994.64,170,6
56175,0,0,133.4094,-16.9246,11994.64,54,24
56381,0,0,132.9214,-16.4366,11994.64,48,6
56587,0,0,134.3854,-17.9006,11994.64,160,6
56802,0,0,129.9934,-17.4126,11994.64,44,16
57011,0,0,131.4574,-16.9246,11994.64,38,6
57217,0,0,132.9214,-17.4126,12064.64,170,10
57424,0,0,130.9694,-17.4126,11924.64,170,20
57682,0,0,134.8734,-17.9006,11994.64,56,6
57890,0,0,131.4574,-17.4126,11994.64,48,14
58128,0,0,133.4094,-16.9246,12064.64,54,22
58338,0,0,133.4094,-15.9486,11924.64,108,18
58548,0,0,132.4334,-16.9246,11994.64,60,6
58756,0,0,132.9214,-16.4366,11994.64,102,12
58963,0,0,132.4334,-15.4606,11994.64,42,6
59173,0,0,132.9214,-17.4126,11994.64,166,6
59384,0,0,134.8734,-14.9726,11994.64,146,104
59594,0,0,130.4814,-17.9006,11994.64,50,20
59821,0,0,132.9214,-15.9486,11994.64,238,166
60032,0,0,132.4334,-17.4126,11994.64,54,0
60258,0,0,132.9214,-19.3646,11994.64,144,50
60494,0,0,130.9694,-18.3886,11994.64,152,38
60709,0,0,132.9214,-16.4366,11994.64,238,162
60912,0,0,133.8974,-17.4126,11994.64,96,24
61116,0,0,132.9214,-16.4366,11994.64,106,42
61321,0,0,132.9214,-16.4366,12064.64,60,0
61512,0,0,131.9454,-18.8766,11994.64,58,0
61748,0,0,131.4574,-17.9006,11994.64,36,0
61952,0,0,195.8734,-47.6686,-14815.36,52,14
62157,0,0,136.3374,-27.1726,11994.64,156,110
62361,0,0,132.4334,-17.9006,11994.64,70,4
62596,0.3738842,-0.5974911,133.4094,-15.9486,11994.64,70,4
62834,-0.5082368,-0.5687962,150.4894,-85.2446,-8375.363,34,12
63059,-0.5082368,-0.5687962,131.4574,-78.4126,584.6367,20,0
63264,-0.5082368,-0.5687962,203.1934,-5.212603,-11665.36,42,0
63470,-0.5082368,-0.5687962,129.0174,-73.0446,-9145.363,32,6
63676,-0.5082368,-0.5687962,143.6574,-105.2526,-5225.363,40,0
63879,0,0,59.72141,89.4594,3174.637,238,92
64113,0,0,138.7774,-9.604603,11784.64,238,180
64337,0,0,129.9934,-10.5806,11994.64,238,180
64574,0,0,132.9214,-10.0926,12064.64,238,188
64779,0,0,132.4334,-8.628602,11994.64,238,180
64990,0,0,134.8734,-10.5806,11994.64,234,180
65198,0,0,131.4574,-9.604603,11994.64,238,180
65390,0,0,133.8974,-11.0686,11924.64,238,186
65630,0,0,129.9934,-12.0446,11994.64,238,188
65835,0,0,131.4574,-9.604603,11994.64,238,180
66040,0,0,131.4574,-10.5806,11994.64,238,180
66247,0,0,129.5054,-9.116602,11994.64,238,188
66451,0,0,130.9694,-9.116602,11994.64,238,180
66675,0,0,130.4814,-7.652602,11994.64,238,180
66881,0,0,132.4334,-10.0926,11994.64,238,180
67089,-0.1137998,-0.1270321,129.5054,-23.2686,11714.64,238,180
